Store,Dept,Week,Month,Quarter,Year,IsHoliday,Type_enc,Size,Temperature,Fuel_Price,CPI,Unemployment,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,MarkDown_Total,lag_1,lag_4,lag_8,lag_52,rolling_mean_4,rolling_mean_12,rolling_std_4,Date,Type,Actual_Sales
17,27,16.21214,-3.7969005,-1.2600175,0.12662874,0,3.5593467,-6.754817,2.9858775,0.13453366,27.589397,40.0943,-0.47319555,-82.4092,-19.727652,81.3967,-8.612922,2.4507072,-10039.751,-1547.0599,75.77373,-1146.664,-1761.031,-418.7318,59.367924,2012-03-16,B,1210.37
2,32,-91.02045,-2.189964,-8.744885,-0.9711868,0,-1.850873,5.912053,3.4861412,3.2266383,-13.565896,-18.441095,-7.9313693,15.141294,-17.024843,-11.637435,1.0265014,0.990332,-3433.7634,-737.6479,-13.011356,-1077.25,-1081.7435,-243.04718,41.124203,2011-08-12,A,8725.82
38,33,55.63751,25.80991,5.6436005,1.8527238,0,0.45087188,-31.031551,-2.5318556,9.211793,36.36313,-21.351711,-5.2872214,14.322299,-14.361173,-4.814503,1.5099018,-2.2048972,-11332.107,-1773.8396,-43.68258,-109.1273,-2106.6921,-582.47656,-18.01638,2010-10-22,C,2.5
26,81,-68.194885,-14.360802,-0.02404648,-1.6321213,0,-0.116586335,2.7122452,-0.9876318,-60.72836,-19.47712,20.672758,-15.601757,-58.313236,-0.18356074,-20.40331,-16.079742,-0.63727486,1785.8356,172.10674,-8.794793,-276.05234,-369.0772,-213.54793,99.069435,2012-04-20,A,18573.67
15,98,118.387505,22.177858,6.967514,-1.7149112,0,3.7914577,-9.848676,-1.7512568,26.034918,-17.453259,-20.708633,-7.0556226,24.633549,-22.170025,6.3409996,-17.832846,5.89598,-10936.655,-1622.658,165.37236,-1000.9902,-1880.0692,-485.10065,23.811113,2012-10-05,B,637.18
11,1,-109.834816,-10.827383,-9.173714,1.1960123,0,-1.831316,21.59674,-5.23634,-7.9696445,-22.698048,-6.039408,-7.8407707,33.510197,-17.99479,-16.446365,0.34936747,-2.4026573,-1796.341,99.27212,-53.022614,-134.10909,-936.71356,-565.0114,16.26995,2010-07-02,A,12998.22
21,92,-125.49574,4.3840337,-9.34883,1.8534102,0,1.1552873,-1.0824676,9.219499,-4.0005918,-13.704311,-11.045641,-10.136902,16.55646,-20.428154,-1.3477091,1.2329509,-2.3898897,2779.4492,343.47437,-6.940842,-171.79617,-439.49234,-256.4746,38.656292,2010-08-27,B,19467.57
11,91,-20.2186,-196.40324,2.0704482,10.928152,0,-1.3662205,12.636007,-10.913254,-695.40643,-11.149838,7.0727715,-3.821194,15.291457,-19.038593,-23.440117,-3.246818,-2.9633143,18282.244,537.51025,-66.61914,64.39788,1577.5258,618.3706,-219.70676,2010-12-03,A,34847.84
29,97,752.71454,1.4849129,8.541212,5.444676,0,4.5277596,-17.736437,5.987279,15.136166,18.761696,5.9611597,-5.908261,16.65985,-13.313958,-6.4501386,6.560461,-1.0036799,-10390.652,-1747.9174,132.60828,-103.913376,-1939.3961,-412.67993,-78.109535,2010-12-10,B,2223.47
5,94,-8.810271,1.2636925,-1.271192,-2.1344593,0,3.916882,-26.30121,-5.613594,-1.7759718,-14.811557,42.548714,-10.279124,20.187939,-15.65019,-14.80955,-0.3630422,-0.19679458,-11597.815,-1805.9076,228.84386,-106.50311,-2080.3135,-603.4438,23.821047,2011-04-01,B,3.98
20,31,110.29726,-5.484357,-1.359893,-0.7810671,0,-1.8561177,9.174384,2.265436,9.0146055,-11.050436,24.658571,55.52897,-107.564415,44.8288,174.72444,21.517288,17.864178,-8539.607,-1469.1818,-42.711826,-1079.4545,-1650.142,-244.02525,50.07934,2012-02-03,A,3356.44
26,29,-17.2159,-1.441996,-0.011137009,-0.9071312,0,-1.8172791,1.1745973,5.4080772,-1.9405974,-17.16512,1.9932662,-5.991176,-40.435356,-10.884981,-13.350193,-11.012219,0.5052059,-8810.642,-1497.934,-0.8049464,-1147.2134,-1576.3345,-304.66226,59.151203,2012-04-27,A,2219.19
38,5,-127.215385,-7.17733,-6.0640645,-2.5535698,0,2.9732773,-22.757248,10.494983,18.464516,27.30299,2.5534093,-7.318192,17.416595,-20.16633,-6.4606524,0.29386666,2.09192,-10931.634,-1580.6917,178.44318,-1017.73456,-1883.6057,-489.08542,35.262146,2011-07-29,C,317.92
17,5,-405.56824,-45.045208,-10.643982,-10.171433,0,1.1505003,-18.812525,-23.225424,18.483541,72.57055,59.924107,-14.862725,40.096725,-75.13637,-25.877724,5.8139324,-8.999513,8294.123,77.30243,-22.396107,1171.5731,-175.29134,-243.34216,-405.00812,2011-09-30,B,24308.59
17,2,-205.67767,-91.89006,-3.2922812,10.329704,0,1.4382886,-13.378569,-9.987739,29.540892,98.21681,49.22504,-4.1513777,36.810738,-34.015156,-15.394103,-99.83092,-4.029696,21599.236,642.92896,-3.2476225,-97.197914,537.4015,706.63336,93.15525,2010-09-03,B,41389.32
35,47,-50.31567,-3.8991997,-0.6262779,-0.87373734,0,3.6323245,-29.70066,-3.6808753,-9.384807,-10.37082,-4.1215115,50.024963,26.483454,-24.193018,41.022743,19.69766,-8.3802395,-11472.754,-1791.9067,65.26498,-81.73555,-2032.563,-616.3972,30.178194,2012-06-29,B,68.0
14,10,1171.7952,45.990627,12.101473,-9.934451,0,-0.3547116,11.597145,21.11541,-16.527966,-13.430735,-33.78762,-2.307495,-40.633045,68.89886,87.9007,-3.858845,-3.2963588,2065.185,353.9606,51.016678,482.11627,-297.76328,-249.7125,-2.0491204,2011-12-09,A,21288.75
26,23,-77.41771,-8.556502,-9.147977,1.3699551,0,-1.8668388,3.6146522,-6.641407,19.676651,24.353037,-14.333509,-11.020181,14.943592,-18.706335,2.0093071,1.2546238,-2.4605196,-370.619,138.95255,-10.448734,-144.60269,-775.94824,-568.5742,35.51351,2010-08-13,A,13179.67
37,9,-24.544977,-5.8835125,-1.5148587,-1.3256407,0,3.5979154,-28.574066,3.6186547,17.856064,-14.023302,-34.431416,-9.035287,20.256498,-23.136854,-8.317735,-0.59166366,2.4521153,-11086.586,-1588.9502,240.0381,-870.14105,-1961.9164,-528.0864,29.111258,2011-04-22,C,174.68
30,4,-352.82547,-63.46338,-5.164739,-1.7940469,0,5.043457,-26.924898,4.950174,15.860997,-16.046457,-13.718273,-15.775442,17.483871,-19.104582,-10.004618,-0.43458405,-1.9836265,-365.29166,47.440018,-15.454421,-142.80798,-647.7683,-699.6517,43.81885,2011-01-28,C,13139.45
7,95,-337.91763,-55.920593,-4.925174,-6.707819,0,1.4552792,-2.410242,-7.768624,5.2276764,-45.94429,-27.692533,-23.180687,-111.90811,-66.188965,-3.4524505,-30.989902,-7.789659,14508.34,1351.737,136.72557,266.7405,935.93317,787.99115,1.8884298,2012-09-28,B,31691.54
22,83,140.54881,89.00982,11.332181,-1.8901627,0,4.3406496,0.59066993,4.435024,7.396133,-18.353498,-8.053682,-5.781139,20.345167,-14.047922,-6.709012,6.0098963,2.705607,-10273.801,-1579.2327,127.859314,-1144.254,-1826.0996,-442.5275,-22.389353,2011-11-04,B,970.96
5,92,-121.70664,8.424581,-3.5627975,-0.9652307,0,3.8828974,-26.148396,2.7761679,8.150666,-18.719116,46.192593,-9.557664,17.119394,-23.24892,50.422703,-7.2717967,2.781874,-4259.0347,-782.35284,-11.694088,-1256.5651,-1162.785,-279.4991,40.91851,2012-08-17,B,8131.36
22,22,233.01016,117.54099,23.153708,-1.7401513,0,4.438658,4.1082234,5.05924,3.3551042,-19.859865,-8.263284,-6.402794,28.165443,-11.836168,-12.5864725,12.031815,-0.5266969,-2025.2328,43.82073,5.2294717,-1197.6086,-905.3212,-436.30856,40.788685,2011-11-04,B,14010.73
20,16,103.54622,-10.867117,-1.5151699,-0.7870986,0,-1.7630637,15.916661,5.89087,6.4979544,-12.989418,24.91108,61.771313,-98.458305,49.621964,166.40721,21.392563,26.516085,-6246.2295,-844.98645,-37.260723,-947.7363,-1471.4556,-379.7284,43.33701,2012-02-03,A,5386.28
7,56,-483.8127,-6.6977153,-8.086078,7.9952483,0,1.1180849,-2.9084935,-24.132425,-59.24803,-10.1552925,-16.480816,-10.804408,38.67262,-18.67194,-13.879295,4.12901,-2.6680777,-6996.0864,617.0317,-53.381058,-35.62137,-1103.4767,-343.40137,-904.4863,2010-07-23,B,3408.36
33,94,-376.14215,36.88225,-1.8712046,12.334427,0,-0.723564,-8.048654,62.270966,20.202772,65.35353,-17.989449,-2.276084,27.077066,-41.930767,-14.108027,-103.3387,-4.1485353,18297.182,503.5975,33.595898,-117.478134,1096.5048,789.26917,63.29392,2010-07-23,A,34554.23
20,2,-24.32684,-46.193676,-21.65789,10.45091,1,-19.096666,28.21821,-7.907338,-104.35889,-120.39583,69.02274,-19.657934,84.97856,-90.42185,-60.349873,-6.122261,-39.65969,45585.348,-535.7909,941.1381,2968.8633,7170.861,3533.4734,-192.52467,2011-02-11,A,80132.88
39,85,-24.94965,2.5760105,-0.5336112,1.3652084,0,-1.530816,6.1039715,2.2301745,-17.994362,-11.841417,-11.567949,-6.779397,16.53346,-15.269009,-9.898582,-4.09007,-0.25165236,-9780.519,-1720.2151,75.06999,-119.295364,-1805.1028,-492.62564,34.240726,2010-06-25,A,1848.28
12,27,-42.369602,4.722289,-0.67209935,-0.90883994,0,3.658636,-1.0732187,0.20070551,-3.1982367,25.019505,-0.52922326,41.115738,-52.387444,-22.753271,60.514446,-8.678767,-12.07169,-9602.801,-1564.7533,91.525604,-1181.9407,-1701.2242,-421.84512,53.02835,2012-06-15,B,1199.9
36,4,92.5002,36.412876,15.76619,-1.7402662,0,-1.8384813,-41.728344,1.9372728,-3.7453742,-18.85398,-13.884115,-4.997701,15.571464,-32.618816,-8.92222,5.6053205,-1.2725532,-4386.2,-818.0608,9.066275,-397.29013,-1255.1947,-259.528,13.776491,2011-10-07,A,8507.1
35,79,-76.58673,-5.6883874,-1.5445614,10.629407,0,1.1571314,-29.25817,-8.398748,41.0259,-22.768314,-5.040399,-14.079374,29.201252,-37.277996,-25.049776,-4.6642,-2.3578877,15579.162,1287.7843,-30.887531,-0.44418478,293.76465,136.74466,69.19912,2010-04-30,B,31784.64
29,10,13.735968,-7.0253754,-2.442704,-0.8935567,0,3.7442603,-14.078417,4.485601,-0.76075333,-16.697706,-0.8208191,49.728718,-86.1387,-29.12194,155.2839,-9.217685,-3.3672054,-4442.815,-874.0601,-1.4010687,-790.54486,-1321.3945,-242.5135,51.759254,2012-03-02,B,7438.85
43,80,-47.042297,-12.176023,-3.0038886,-2.1077316,0,-8.65354,-26.098211,-1.8596941,-16.307932,-21.07767,-18.64573,-21.890419,22.427195,-40.249638,-32.303288,0.10837099,-1.3971022,2501.259,251.20003,-14.953673,-242.4124,-438.9574,-274.69095,56.02936,2011-03-11,C,17523.22
35,7,164.48999,170.15208,21.150608,6.3195786,0,1.8327571,-31.961708,37.97145,34.21571,0.116704285,9.07871,-7.2863154,27.040993,-22.751472,-6.2684064,7.955646,-3.390186,4707.3486,402.95355,15.851796,-127.18115,-540.569,-293.5705,24.289028,2010-11-05,B,19392.94
25,30,-24.98027,4.692603,-0.06304419,-0.83268833,0,3.5569372,1.1737815,1.8381975,0.1149043,-14.091888,21.496933,-5.1723433,-37.636387,-15.775439,-13.733903,-10.046143,2.1173227,-8929.278,-1508.8671,84.33151,-1202.1143,-1608.8447,-334.43253,61.100838,2012-06-29,B,2631.12
23,93,-35.952602,-3.5066245,-1.0964904,-1.7710654,0,3.9162772,-7.562663,4.3764944,-3.7737925,-18.69179,34.122826,-10.989389,21.17552,-17.666727,-16.539415,3.1577053,3.008006,-9296.595,-1540.3232,76.29376,-1229.0522,-1650.6893,-369.05124,61.485104,2011-02-25,B,1809.97
1,97,-270.61148,-14.718019,-4.9255714,-5.8901663,0,-0.6480795,23.390087,7.6158586,16.113804,-16.63722,67.8842,-21.196135,-103.04347,-64.613365,2.4292195,1.4392695,-1.0492858,16877.629,201.41644,-48.401836,234.9617,1116.1613,648.6226,2.848408,2012-09-28,A,32971.82
37,67,-21.480463,-5.239519,-2.0147264,-1.8420295,0,3.6276538,-25.37168,-3.7384481,-2.363657,-14.113785,-18.491766,-10.708286,19.651197,-17.77353,-16.588144,0.24913314,2.2542465,-9608.282,-1184.5583,93.760506,-1172.2013,-1591.4833,-413.33078,51.466145,2011-03-18,C,1401.55
33,80,-32.681126,-11.2834425,-8.697652,1.3245953,0,-1.9136823,-19.378742,11.118508,6.844899,105.092865,-0.9065528,-6.112766,13.542621,-15.097941,-8.358772,-3.830216,-2.5865767,-3916.052,-820.2741,9.809401,-124.58071,-1139.2938,-277.69537,17.954506,2010-08-06,A,9357.75
5,44,-100.235,4.800338,-6.926207,-1.4026396,0,3.6819315,-22.955582,4.3368454,4.2981787,-15.197562,36.606846,-7.0469275,17.570232,-17.158615,-9.405738,0.847428,2.9038348,-10096.298,-1512.734,111.411674,-1143.7557,-1777.0591,-422.4316,41.61144,2011-07-29,B,783.5
24,54,10.075216,-7.5093646,-1.9924203,-0.9323497,0,-1.8192933,7.611199,5.550473,14.362752,-16.282776,-31.958519,40.8892,-110.142914,-26.133644,70.13885,-10.137721,-3.2498913,-11204.877,-1580.6553,197.98735,-812.9685,-1931.8744,-536.7357,44.287106,2012-03-16,A,15.0
28,24,-52.989635,-0.1980107,-2.277092,-0.8522464,0,-1.8440928,7.168461,4.261726,7.437208,24.970325,-0.24882144,53.789284,-37.825584,47.55813,113.65121,19.35242,10.690235,-4856.1323,-937.75946,-3.4937377,-1279.2559,-1318.6235,-340.20877,60.552452,2012-08-03,A,7708.78
33,93,-318.45813,-46.057354,-9.840024,-4.7193785,1,-0.57944906,-6.0781,29.52581,18.98062,71.28654,-42.404366,-21.592787,25.570992,-127.72629,-25.613934,-9.440885,-16.34495,6991.5996,553.9084,-12.892883,3309.0095,111.07069,64.178154,-80.02708,2011-09-09,A,30585.05
24,56,-15.985715,-12.707398,-3.4705179,-1.3543274,0,-1.8348949,8.837667,4.3024025,-2.1975536,-18.534128,-20.719118,-10.774813,20.673973,-15.572416,-16.611458,0.5883662,2.7195451,-8360.629,-1504.0806,179.33176,-1060.0631,-1695.9927,-402.9314,47.33971,2011-03-18,A,4884.71
24,31,4.2076197,-2.7059627,-0.9710766,-1.2985289,0,-1.8348949,8.707009,11.263163,-8.408257,-18.53679,-16.288513,-11.074963,23.691425,-15.677823,-26.66745,-1.4550483,2.595525,-9763.965,-1499.0419,98.90835,-1118.38,-1684.6354,-366.201,48.08097,2011-04-08,A,1626.33
31,74,-49.638187,-36.283863,-1.8782504,-3.610631,1,-1.9361458,8.751624,8.961513,16.937052,-14.959522,-24.10465,-17.557365,18.43386,-50.358376,-25.284775,1.7474235,-11.286255,945.87244,45.099907,-60.08707,377.46,-712.90594,-505.60004,-33.923145,2011-02-11,A,17678.21
14,92,-871.4274,312.3926,-17.838575,-28.871124,0,-269.63376,209.50235,-205.53522,-565.79517,75.72283,2492.357,80.35955,178.68349,-1628.1521,49.982018,-293.58218,-670.4306,83893.03,20474.574,3963.634,22550.867,22509.828,6029.3696,-87.57463,2011-08-12,A,174877.08
24,4,-169.98518,14.671167,-4.955666,-3.2368906,0,-0.3722783,9.217997,1.00427,-22.778242,-10.577858,-54.61683,-13.636347,36.211403,-67.56895,-21.221779,-3.6106203,-9.237898,12721.855,641.1889,-68.034294,1197.9905,643.4043,-0.8532448,80.54739,2011-08-26,A,34161.41
37,5,-6.24657,-9.892745,-0.2879874,2.5347812,0,0.8254316,-27.975262,-3.740975,2.569533,-12.689325,-15.878101,-10.491839,17.903385,-16.428595,-15.677868,-4.8212767,-2.1411722,-10699.473,-1778.6274,-40.82956,-74.26307,-2055.3933,-319.9827,26.386063,2010-03-05,C,942.76
34,12,-2.7770853,-1.5607269,-1.0508792,-1.310244,0,-1.8411744,-0.6497116,-1.2733676,2.3475645,43.874737,2.0665576,-10.965481,18.876904,-14.832166,-24.935617,-0.4882922,0.63257176,-6870.529,-1016.8029,26.001389,-1309.3612,-1369.5553,-423.07822,43.741776,2011-04-08,A,5659.96
25,40,-314.44586,-124.80211,-9.601027,-5.7226887,0,0.8891988,8.89375,-17.97782,-19.158983,-62.180717,49.727364,-17.287617,-98.35145,-71.90933,-35.217636,-57.291813,11.733417,25353.596,550.0144,-22.261229,1135.9735,1441.5308,787.44836,86.3071,2012-01-13,B,44762.74
6,16,-3.2556086,23.157616,9.927532,-1.4930675,0,-0.30241153,14.096058,3.2687414,3.269246,-17.978363,29.495358,-13.055776,23.01097,-6.881015,-10.537553,-12.868312,-1.6925967,-2112.339,186.93463,21.631144,-1032.0681,-776.0156,-209.13239,85.426445,2012-10-12,A,11715.94
23,25,-146.41742,-43.316868,-2.9749756,-1.397837,0,0.4538427,-5.4553127,41.469177,-6.5981126,-58.752285,30.5443,-11.085763,17.115305,-18.430641,-19.967886,0.28618017,-0.79535544,-4471.9326,-707.01904,11.534802,-94.143074,-1264.6324,-167.16594,61.224274,2011-01-28,B,8969.88
39,46,-216.99362,-123.689926,-1.1302012,-7.3968916,0,-2.5344014,12.582431,-9.057089,11.932021,-29.272982,70.99919,-2.517255,-128.21477,125.82818,-48.974308,44.733738,-12.929237,16866.201,986.2842,-349.5036,-818.9735,1685.1224,807.09216,-663.3583,2012-01-06,A,32123.75
7,10,24.703953,21.394196,-4.5532,1.8068317,0,1.3966073,4.501296,7.8081484,11.809459,-13.728691,0.6023384,-23.531664,29.06568,-17.977142,-26.306997,-0.20550492,-3.398745,5300.431,557.06506,-19.067831,-142.98024,-283.76566,-29.681461,62.93377,2010-03-05,B,18402.64
17,29,-19.351772,-6.623166,-0.7595886,0.9173083,0,3.8510356,-9.358988,2.3863237,16.87018,58.36165,29.946636,-9.835159,16.302942,-16.110641,-15.669648,-1.1057115,-0.4762407,-9616.456,-1718.6952,61.680622,-140.5898,-1857.8772,-393.4093,40.761074,2010-04-02,B,2349.5
10,49,-186.75032,-10.90184,-8.180349,1.5376377,0,1.3742615,4.3027787,9.577045,8.949661,51.47476,0.7422732,-10.29196,18.829346,-18.512335,-0.20954965,1.4217227,-3.2076046,3873.4844,371.2061,10.4241295,-172.88248,-504.14093,-248.35744,69.715004,2010-07-23,B,19920.4
28,17,-48.718563,-11.93078,-3.9388137,1.238211,0,-1.8936045,11.029624,1.7938378,6.553404,40.609577,-1.8697623,-7.092191,15.730395,-18.040747,-13.307107,0.5800512,-2.2801838,-3935.9932,-692.44385,20.952549,-90.12273,-1146.1553,-189.34491,31.42878,2010-05-21,A,9277.13
15,44,-22.42738,-4.2009153,-2.0147264,-1.3396168,0,3.7409487,-1.1670141,5.626421,-1.0156598,-16.974096,-16.527151,-10.974602,18.90744,-14.499592,-15.826897,0.17345048,1.1364272,-8117.9424,-1463.9609,3.0611596,-1254.9104,-1580.3785,-294.89478,48.688396,2011-03-11,B,3275.53
22,85,-6.169691,3.2130167,-5.114647,1.1696606,0,3.6808672,-4.1520514,0.04824826,17.600409,-14.534542,-14.028175,-6.529595,14.009733,-14.810874,-7.91107,0.03768534,-1.7349197,-8524.593,-1726.8542,7.7058535,-116.5974,-1719.4088,-378.64297,26.626171,2010-08-06,B,3463.63
6,34,-210.1969,-47.351917,-7.4562798,-1.7005739,1,-0.3287876,2.858486,2.267931,10.453774,-17.171768,20.505806,-9.67115,17.355877,-41.12872,-17.16601,0.18877381,-2.230795,-971.191,51.348473,-1.9934505,-176.94443,-618.3612,-401.82416,46.80213,2011-09-09,A,14154.55
42,11,36.10752,43.8661,12.384326,-1.7638199,0,2.9755971,-35.8442,2.256599,7.0040154,27.338482,-18.906063,-6.055859,17.791998,-15.617023,-6.6451697,4.892176,2.4963338,-10454.915,-1593.0491,165.19318,-1129.986,-1901.9547,-439.04163,0.6132016,2011-10-14,C,712.43
31,40,-577.36334,-48.819756,-7.4919047,-5.5669875,0,-17.105726,10.127737,9.9802685,-60.880013,-101.5018,58.6268,-9.122711,-134.10287,-123.65527,-21.700535,252.36665,-23.859901,36650.703,2113.9211,550.05896,1203.0104,3874.3926,1899.5629,184.07855,2012-03-23,A,61710.49
2,40,-136.15646,108.90879,-3.1718726,-6.3479424,0,-20.330729,-28.078966,64.66307,17.238255,-178.13217,-99.04999,-13.476944,76.84118,-330.04718,-39.11756,15.402418,-90.22673,42921.16,986.5236,267.9367,7074.836,4703.667,2078.2922,115.11476,2011-06-24,A,70365.28
25,2,77.32374,116.28957,18.176582,-5.6723113,0,1.1192502,-2.1880522,21.04229,7.815116,-52.47172,66.05434,-14.075597,38.51149,-55.236332,-23.03237,22.833027,-13.200019,15840.787,929.9178,-30.50136,1296.853,219.02412,758.5805,-97.07908,2011-10-28,B,32845.46
40,96,-378.79767,-8.242987,-9.378621,1.4623388,0,-0.13116428,2.691494,8.817962,23.31185,27.706089,38.6034,-14.501675,27.91889,-22.47003,-2.538109,-0.92422944,-1.7120525,1879.6696,464.48776,15.841052,-105.62803,-181.94817,-258.30225,-155.1744,2010-07-30,A,19010.94
29,40,-293.9729,-12.343454,-8.305041,1.2606026,0,1.0836385,-9.103025,1.2300383,38.011837,80.20977,-8.639431,-14.30281,30.608875,-22.958826,2.8324425,0.5690979,-3.4269445,8937.451,1073.6831,-32.576965,-168.05891,35.781433,107.38359,107.17856,2010-07-16,B,27036.22
6,90,-363.9947,-85.391884,0.8590635,10.110841,0,-0.19043721,-11.440778,-3.894438,-64.56693,-28.983812,27.036423,-6.902275,46.57982,-45.033333,-19.80249,-100.362495,-3.8917766,27800.0,567.90393,205.56094,101.65674,2485.6377,1432.1935,6.5848694,2010-09-24,A,45121.84
29,34,-184.25401,-44.854065,-6.96689,-1.8565273,1,4.3512993,-11.179182,-1.2074587,15.673683,-12.930163,-0.5394881,-9.427181,13.100088,-27.819815,-14.076407,0.14360805,-1.397138,-4326.0947,-646.1344,-2.2308607,-551.3405,-1147.7369,-127.598915,3.5741444,2011-09-09,B,8707.62
28,49,-199.18195,-44.33422,-9.080163,1.7415298,0,-1.91021,6.003226,-0.3123652,9.209749,41.656208,-6.1402574,-8.084423,12.4568405,-18.645943,-0.3585598,0.97006667,-2.8281248,-2259.8628,129.21939,-7.47031,-153.75241,-993.4571,-579.6972,53.872078,2010-09-24,A,13815.72
15,34,-86.721245,-25.43216,-3.5882323,-1.5554901,0,3.854074,-1.209086,5.273488,-17.368908,-19.146732,-16.16943,-15.028943,23.541279,-22.739494,-20.861029,3.172092,0.19914596,-409.89264,-716.58075,-23.658867,-847.24744,-938.9815,-112.268265,80.93911,2011-02-25,B,11980.1
34,32,-47.17547,0.17844628,-5.340625,0.99180967,0,-1.8980922,3.4080038,-1.072952,-18.640774,58.379257,1.3026382,-6.459537,12.961748,-15.359205,-7.7145524,-4.1778564,-2.0904038,-8186.007,-1668.8632,20.461199,-117.51457,-1642.3208,-347.71622,37.572166,2010-08-27,A,3516.88
35,51,-17.404081,-8.752376,-2.5066013,-1.3243043,0,3.639545,-25.372168,3.206897,19.946005,-17.046228,-34.46788,-10.958322,21.353683,-23.675304,-14.195407,0.29781383,2.1324275,-11346.937,-1633.4639,386.5773,-778.55597,-1955.3015,-541.39417,39.81945,2011-03-25,B,2.0
21,67,891.3188,29.19665,5.2095757,-5.7667594,0,4.2147064,5.766004,-1.4288731,-5.69106,-13.777089,-3.1212423,-6.8973217,-62.543026,1.4909226,-11.507039,-19.486423,-1.2150644,-5998.646,-1293.0101,85.34488,475.8315,-1422.458,-3.7461417,-16.165161,2011-12-16,B,9672.16
38,23,128.01242,78.92221,12.384326,-1.747983,0,3.816548,-37.406685,-1.1904311,25.471642,26.941292,-9.19868,-6.1066833,19.924091,-19.820713,-5.1100783,5.846284,2.046953,-11312.154,-1683.3491,280.44516,-843.0661,-2017.2175,-532.2015,-21.835651,2011-11-04,C,17.94
14,32,-72.28613,-8.945401,-0.29578117,1.1551719,0,-1.7544048,9.667557,-3.0210168,-15.301503,-9.623678,-54.59932,79.85337,31.227802,81.31937,26.562103,17.39723,-24.381159,-2503.2292,-403.71518,-42.22795,1885.082,-677.6456,-217.30023,15.113506,2012-05-11,A,16775.2
28,81,-48.739185,-10.854641,-10.800033,-2.0281107,0,-0.29149422,4.967028,2.1896372,-23.03935,74.391205,-19.662258,-29.202377,34.984417,-104.083206,-38.75429,1.5035377,-9.452718,5586.107,463.1753,-31.11164,1471.6185,83.61678,-370.51645,-5.3695617,2011-03-04,A,31107.07
2,79,168.92168,71.777435,27.009754,-12.234726,0,-0.417354,-2.9852023,-2.5273817,21.301315,-45.512142,82.89862,-19.766766,-124.512794,99.90227,-11.689155,-248.17769,-9.65011,9804.366,1005.29126,-168.10597,450.18683,983.46423,79.89841,-91.20776,2012-10-26,A,28451.69
22,72,-207.38031,-81.45671,7.048014,-5.6817145,0,0.99481565,60.52739,3.6870887,-3.7492838,-29.560268,-6.042447,-15.2470455,-127.01506,-56.850277,-5.739549,198.60965,-20.44415,27746.684,919.7329,19.62091,1925.6157,2970.2925,717.107,-49.69342,2012-09-21,B,58203.35
39,11,-33.388645,-12.04796,-5.0114613,2.0225947,0,1.472832,13.565673,5.7498493,13.860071,-12.98832,-13.70453,-11.090705,16.632038,-22.741722,-3.3075547,-3.1755118,-2.470314,2794.1794,87.37802,5.2843676,-191.88605,-601.16815,-564.2364,52.115047,2010-05-14,A,15256.59
14,82,-285.18768,-12.979507,-9.052219,1.3119184,0,-0.2570376,2.1902573,3.377032,39.30023,-21.53258,-7.9785275,-14.636654,30.891933,-16.714367,2.0455651,1.5284436,-2.7684221,6065.7915,849.8067,-12.201109,-199.8742,403.24667,16.69017,82.44479,2010-07-16,A,23037.86
14,6,-127.12914,-15.347584,-6.85848,2.0983791,0,-1.765172,12.0921335,1.7583888,13.909018,-10.81901,2.4656167,-6.7490406,15.506447,-17.278751,-8.399838,0.81482893,-2.156598,-4640.034,-687.6634,12.579262,-88.77203,-1373.1938,-193.72437,15.480759,2010-08-27,A,7825.01
13,16,-286.29507,36.50525,15.612054,1.723384,0,-0.3280267,9.889764,1.9964633,13.863561,49.892498,-19.83217,-5.8674526,19.063686,-15.956156,-8.629472,4.2210336,-1.629412,-4978.9834,472.4097,-42.180454,-111.5697,-1077.0039,-61.802002,42.0413,2010-10-01,A,9205.18
35,55,-101.45667,-28.022507,-3.765572,-1.4197123,0,3.823879,-24.982197,6.8039494,-14.869384,-23.803528,-21.799324,-14.87204,13.740987,-85.7493,-21.040274,3.3320491,-1.6936044,-333.95172,-614.2698,-19.189646,657.5868,-818.57477,-246.8571,94.73603,2011-02-25,B,12571.08
11,36,74.25208,35.667747,6.082815,1.8559307,0,-1.8743283,11.945701,-0.5409652,-9.62926,-11.876049,-7.0950155,-5.4565,17.54262,-12.717437,-5.424264,4.018736,-0.2921806,-10883.382,-1726.284,85.12757,-112.73877,-2014.6244,-479.03412,4.2820716,2010-10-29,A,994.0
37,20,-38.128292,14.143366,-4.8379188,-0.8823072,0,3.7640665,-22.891714,3.9850845,3.1682374,-15.753049,33.934803,-7.2778974,19.033846,-20.418133,-7.144185,-7.7663364,2.2327764,-11166.952,-1630.5546,281.77164,-904.0668,-1938.2091,-536.2365,30.16253,2012-08-17,C,32.0
9,52,97.028305,37.965683,10.740203,-1.7711358,0,3.686168,1.8522832,-2.1912496,1.6444687,-14.5954,35.246967,-5.7723975,19.072817,-15.802664,-6.8140297,5.8415756,3.1849563,-9449.566,-1581.9663,104.89732,-1190.8729,-1755.4415,-412.09277,-0.9464073,2011-10-21,B,1342.68
